ent_id, ent_name, category
1109, Bone Morphogenic Protein, Anatomy
1114, IRE1, Anatomy
1115, TNF receptor, Anatomy
1122, Gadd45α, Anatomy
1123, Alk3, Anatomy
1125, MTP mRNA, Anatomy
1131,Peripheral tissue,Anatomy
1136 Tendon, Anatomy
1146, the middle part of the left anterior descending branch, Anatomy
1147, Collagen 1, Anatomy
1158, Vascular intima, Anatomy
1162, Sodium iodide cotransporter, Anatomy
1163,FOXE1,Anatomy
1170, Immunocompetent cells, Anatomy
1171, Bone resorption related factors, Anatomy
1180, N-methyl-D-aspartate receptor, Anatomy
1201, left ventricle posterior wall, Anatomy
1206, ATP-dependent potassium channel, Anatomy
1211, GCKR gene, Anatomy
1212, Thyroid Axis, Anatomy
1213, esRAGE, Anatomy
1217, Mitochondrial Membrane Complex, Anatomy
1220, CTGF mRNA, Anatomy
1228, Insulin-like growth factor receptor 1, Anatomy
1230,RET/PTC,Anatomy
1233, Endogenous Cortisol, Anatomy
1244, Cyclooxygenase-2, Anatomy
1267, IgG4, Anatomy
1269, farnesyl diphosphate farnesyltransferase 1, Anatomy
1276, Parathyroid tissue, Anatomy
1285, 21α-hydroxylase gene, Anatomy
1290,Mesenchymal tissue,Anatomy
1297, RA, Anatomy
1298, Islet β-cell, Anatomy
1302,Kidney Cortex,Anatomy
1304, Monocytes/Macrophages, Anatomy
1331, tumor suppressor gene, Anatomy
1335, mature osteoclast, Anatomy
1336, Pericyte inflammatory factor, Anatomy
1341, TGF-β Receptor Inhibitor, Anatomy
1343,Peroxynitrite,Anatomy
1351 Hypothalamus, Anatomy
1354, MafA, Anatomy
1358, PERK protein, Anatomy
1366, renal proximal tubular epithelial HK-2 cells, Anatomy
1384, Insulin receptor antagonist peptide, Anatomy
1385, Regulatory B cells, Anatomy
1398, SLC17A1 gene, Anatomy
1408,Acetylated Histone,Anatomy
1416,PANDER,Anatomy
1425, TTF2, Anatomy
1429, serum angiopoietin-like protein 2, Anatomy
1432, Hormone-sensitive lipase, Anatomy
1435, β-catenin, Anatomy
1441 Oral and Nasal Cavity, Anatomy
1448, juxtaglomerular cells, Anatomy
1455, IRS, Anatomy
1458, Gene transcription initiation complex, Anatomy
1460, NF-κB Receptor Activator, Anatomy
1466, Bid, Anatomy
1471 Lungs Anatomy
1476, waist and abdomen, Anatomy
1477, TRL, Anatomy
1482, HUVECs, Anatomy
1489, NF-κB Ligand, Anatomy
1494, Wnt5a protein, Anatomy
1499, p38, Anatomy
1500, DHH, Anatomy
1509, MMP-1, Anatomy
1511, RXRα, Anatomy
1523, βTC-6 cells, Anatomy
1528, pSmad1, Anatomy
1532, Fibroblast, Anatomy
1534, Glucose-Dependent Insulin, Anatomy
1539,Hydroxymethylglutaryl-CoA,Anatomy
1549,Amylin precursor,Anatomy
1557, Islets | 3 Cells, Anatomy
1560, Osteoclast, Anatomy
1562, miRNAs, Anatomy
1566, supragenic artery, Anatomy
1577, Adult hippocampal nerve, Anatomy
1581 Eyes Anatomy
1588, Bik, Anatomy
1592, Artery Wall, Anatomy
